comparator,n,mean,se,k,ci95_low,ci95_high,p_one_sided,positive_pairs,p_holm,supported
loss_hard,60,0.02671688298310672,0.0032578607285130914,2.000995378088267,0.020197918722896748,0.033235847243316685,1.2530011185352308e-11,53,3.7590033556056925e-11,True
anchor_random,60,0.006770189534404613,0.003659193341332893,2.000995378088267,-0.0005518394291338692,0.014092218497943095,0.03464801404763417,39,0.03464801404763417,True
sham_gradnov,60,0.020702770910589207,0.0031784355979257205,2.000995378088267,0.014342735969588623,0.02706280585158979,8.958792736170791e-09,51,1.7917585472341582e-08,True
