decision,selected_caliper,minimum_mean_gradient_gap,pilot_reps,pilot_steps,protocol_hash
MATCHING CALIBRATION PASS,0.05,0.1,10,800,444ed1dd41a200f03e883b0e86583b92e86f4f182226f4f6fac3f7fed3a5b9d3
