n,sealed_lambda,sealed_alpha,loss_hard_shared_mean_accuracy,loss_hard_nuisance_mean_accuracy,confirmatory_difficulty_mismatch,confirmatory_difficulty_tolerance,confirmatory_difficulty_pass,mean_shared_benefit,shared_benefit_se,shared_t,shared_p_one_sided,shared_effect_pass,mean_nuisance_benefit,mean_specificity_contrast,specificity_se,specificity_t,specificity_p_one_sided,specificity_pass,decision
30,0.01,0.005,0.43097097463905804,0.4288464428236088,0.0021245318154492487,0.02,True,0.007816478225092105,0.005954155419463779,1.3127769892503147,0.09977630221358615,False,0.007749064254264028,6.741397082807669e-05,0.00035728616297763693,0.1886834079054336,0.4258275993086948,False,NO SHARED REPLICATION
