strength,loss_hard_mean,gradnov_mean,n,mean,se,ci95_low,ci95_high,p_one_sided
0.0,0.5133498152097066,0.5477132320404052,30,0.03436341683069864,0.01069313512311407,0.012493499909575417,0.056233333751821865,0.0016025442051265618
0.1,0.5325432632490992,0.56782550457865,30,0.03528224132955075,0.010749438924818224,0.013297170204217425,0.05726731245488407,0.0013436037025852375
0.5,0.6032833738873402,0.635789040091137,30,0.03250566620379687,0.008602730170923953,0.014911107454953866,0.050100224952639875,0.0003637039170593635
1.0,0.5004851661684613,0.5246549229572216,30,0.02416975678876043,0.005056702703130173,0.013827638528866034,0.03451187504865483,2.3387629821962926e-05
