decision,n,novelty_manipulation_pass,hardness_equivalence_pass,performance_pass,mean_novelty_diff,novelty_se,novelty_ci95_low,novelty_ci95_high,novelty_p_one_sided,mean_hardness_diff,hardness_se,hardness_ci90_low,hardness_ci90_high,hardness_margin,hardness_tost_p_lower,hardness_tost_p_upper,mean_heldout_benefit,heldout_benefit_se,heldout_benefit_ci95_low,heldout_benefit_ci95_high,heldout_benefit_p_one_sided,positive_heldout_pairs,mean_schedule_overlap,mean_raw_selected_loss_diff,mean_clean_benefit_secondary,mean_p10_benefit_secondary,mean_min_benefit_secondary
LOSS-STRATIFIED NONREDUNDANCY SUPPORT,30,True,True,True,0.231633740425071,0.0026231656099356,0.2262687643634074,0.2369987164867345,4.11915870106807e-37,-0.0091001397375673,0.0024576026988681,-0.0132759189036958,-0.0049243605714388,0.1,2.947191117852172e-26,1.6203855634140743e-28,0.0466929332725703,0.0072486147264805,0.0318678515695726,0.061518014975568,2.389085663811462e-07,26,0.4197916666666668,-0.0012481619417667,-0.0175525327523549,0.054890810996294,0.0379480838775634
