n,identity_pass,identity_mismatch_count,mean_benefit_low,mean_benefit_high,mean_benefit_attenuation,benefit_attenuation_t,benefit_attenuation_p_one_sided,coverage_pass,mean_rank_low,mean_rank_high,mean_rank_attenuation,rank_attenuation_t,rank_attenuation_p_one_sided,representation_coupling_pass,attenuation_pearson_r,attenuation_pearson_p,decision
30,True,0,0.0237041196320206,0.0033651684193561496,0.020338951212664453,6.742535743605055,1.0624365356657767e-07,True,0.12964320697741788,0.056096832834032995,0.07354637414338487,1.256522593207739,0.10947710237608665,False,0.36485382046420334,0.04743337019674902,PARTIAL PASS
