q,coverage_ratio,n,positive_mean_pairs,mean_delta_mean_test,se_delta_mean_test,p_one_sided_delta_mean_test,mean_delta_clean_test,se_delta_clean_test,p_one_sided_delta_clean_test,mean_delta_p10_test,se_delta_p10_test,p_one_sided_delta_p10_test,mean_delta_min_test,se_delta_min_test,p_one_sided_delta_min_test,mean_delta_sd_test,se_delta_sd_test,p_one_sided_delta_sd_test,mean_delta_selected_pairwise_novelty,se_delta_selected_pairwise_novelty,p_one_sided_delta_selected_pairwise_novelty,mean_delta_mean_selected_loss,se_delta_mean_selected_loss,p_one_sided_delta_mean_selected_loss,mean_delta_mean_candidate_loss,se_delta_mean_candidate_loss,p_one_sided_delta_mean_candidate_loss
2,0.25,30,21,0.008463888888888901,0.00292739456549728,0.0035996860190182075,0.008066666666666677,0.004662378982641563,0.047116083392192414,0.009206666666666679,0.0044256564766192745,0.023220846633276244,0.019166666666666665,0.006245197388510306,0.0023128416494809785,-0.001442559601304036,0.0011777416185931005,0.8847564053637677,0.16179852705034944,0.008941193124738086,1.2127659807411606e-17,-0.043944542523887443,0.007780369599878032,0.9999979006194087,-0.026889431311024614,0.006650841732996418,0.999822040104145
4,0.5,30,17,0.0002611111111111083,0.0009754222104907191,0.3954162211597064,0.0025333333333333206,0.002280216431214388,0.13784634905622184,9.999999999999454e-05,0.0018434911906800493,0.4785560126043854,0.0023333333333333353,0.0025089876757545307,0.18002679811645295,-8.490321564435059e-05,0.0007796851908320146,0.5429818073184232,0.047555658143634605,0.0034212037156211785,1.1769002333943e-14,-0.016268899374538022,0.003780796793876901,0.9999126255532175,-0.007335334395368923,0.003215240089658439,0.9849751491407056
6,0.75,30,17,0.0024500000000000004,0.0010437133150610687,0.012970995757271911,0.0003333333333333262,0.0018095108460342822,0.4275646861329974,0.002546666666666671,0.0016137393808394321,0.06269321647036728,0.005099999999999996,0.0018133286849162861,0.004364500973833053,-0.0005126173854532928,0.0003069089055085242,0.9471858099970146,0.024259225651621814,0.0016616544767471503,3.368930641209387e-15,-0.012564477614230548,0.0016868185224656585,0.9999999835218525,-0.00626914927528961,0.0014868499824847764,0.9998891690388788
8,1.0,30,0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5
