endpoint,mean,se,margin,ci90_low,ci90_high,p_lower,p_upper,pass
u_hardness_diff,-0.00046279071974590375,0.0005797595158405554,0.05,-0.0014478757820005667,0.0005222943425087592,1.0659915179588482e-36,6.244218516808094e-37,True
u_parameter_z_diff,0.0011102218957225356,0.0005663455918456661,0.05,0.00014792879425945527,0.002072514997185616,2.1964252521055836e-37,7.92700885060051e-37,True
m_hardness_diff,-0.0017994481065042908,0.0007194606955657677,0.05,-0.003021903218868675,-0.0005769929941399062,1.1917554009553459e-33,1.4945701226517234e-34,True
m_parameter_z_diff,0.0001010919380187867,0.0004780812227025708,0.05,-0.0007112287883533311,0.0009134126643909044,2.9150637824865502e-39,3.276770777543154e-39,True
m_translation_gap,0.021820928235535143,0.0024883533677455254,0.2,0.017592899776833076,0.02604895669423721,3.132680439817376e-37,1.7497375651969066e-34,True
