analysis,n,mean,se,k,ci95_low,ci95_high,p_one_sided_descriptive,positive_pairs,input_sha256
registered_low_minus_high,30,0.012649361435323945,0.00391980796858424,2.045229642132703,0.004632453986507483,0.020666268884140408,0.0015483441519664094,20,78b2506e26eb8299884db7b145744c7395dd92c68b1820ec349d06e0f00809c7
posthoc_low_minus_q12,30,0.004760764411961034,0.004955357170723713,2.045229642132703,-0.005374078960957948,0.014895607784880015,0.17231499523872373,16,78b2506e26eb8299884db7b145744c7395dd92c68b1820ec349d06e0f00809c7
