decision,full_pass,clean_interaction_pass,secondary_difficulty_proximate_support,loss_hard_weak_mean,loss_hard_full_mean,difficulty_proximity,difficulty_tolerance,positive_full_pairs,positive_clean_interaction_pairs,positive_weak_interaction_pairs,protocol_hash,full_n,full_mean,full_se,full_ci95_low,full_ci95_high,full_p_one_sided,clean_interaction_n,clean_interaction_mean,clean_interaction_se,clean_interaction_ci95_low,clean_interaction_ci95_high,clean_interaction_p_one_sided,weak_interaction_n,weak_interaction_mean,weak_interaction_se,weak_interaction_ci95_low,weak_interaction_ci95_high,weak_interaction_p_one_sided
CNN FULL EFFECT REPLICATES / CLEAN INTERACTION DOES NOT,True,False,False,0.5325432632490992,0.5004851661684613,0.03205809708063789,0.03,26,12,12,1959ceec65120cdacc37c7ce3ded9b2376a3649c8cb1e03fdf7b22702a30936c,30,0.02416975678876043,0.005056702703130173,0.013827638528866034,0.03451187504865483,2.3387629821962926e-05,30,-0.010193660041938214,0.012341121440476149,-0.035434087429159475,0.015046767345283048,0.7922235218095575,30,-0.011112484540790314,0.012217555581327342,-0.03610019137012484,0.013875222288544212,0.8147212944625005
