reps,n_independent_repeats,torch_threads,bitwise_equal_all_scientific_fields,metadata_exact,max_abs_rank_drift,max_abs_accuracy_drift,tolerance,decision,aggregate_direction_stable,repeat_A_rank_direction,repeat_B_rank_direction,repeat_A_mean_direction,repeat_B_mean_direction
"45,46",2,1,False,True,0.4272553899213962,0.014666666666666717,1e-08,DRIFT PERSISTS,True,positive,positive,positive,positive
