n,sealed_severity,mean_structured_novelty_gain,mean_unstructured_novelty_gain,novelty_mismatch,novelty_tolerance,mean_structured_candidate_loss,mean_unstructured_candidate_loss,candidate_loss_mismatch,candidate_loss_tolerance,match_pass,mean_structured_benefit,mean_unstructured_benefit,mean_conversion_contrast,conversion_se,conversion_t,conversion_p_one_sided,conversion_pass,decision
30,1.1,0.11642225953750315,0.016335457428358496,0.10008680210914465,0.03,1.7444868138432503,1.4625167935341599,0.28197002030909046,0.1,False,0.03033707888176045,0.00015449482947587818,0.03018258405228457,0.0031035295178464045,9.725244718545103,6.185056613540445e-11,True,MATCH FAILURE / INCONCLUSIVE
