family,strength,loss_hard_mean,gradnov_mean,n,mean,se,ci95_low,ci95_high,p_one_sided
shared,0.0,0.4474906345208486,0.45970037480195364,30,0.012209740281105044,0.009493563645122107,-0.007206777495372083,0.03162625805758217,0.10428988082727177
shared,0.01,0.4488483167688051,0.4612219092374047,30,0.012373592468599457,0.009481184902647093,-0.007017607936835441,0.03176479287403436,0.1010652457147357
shared,0.1,0.4633202251171072,0.474574906329314,30,0.011254681212206678,0.009396070923751648,-0.0079624415606314,0.030471803985044756,0.12034535466210458
shared,0.25,0.4911161049331228,0.5021704120685657,30,0.011054307135442882,0.009965659248891059,-0.009327754563783038,0.0314363688346688,0.13822043853800745
shared,0.5,0.5447228464235861,0.5592022478953004,30,0.014479401471714181,0.010048650843395108,-0.00607239709663928,0.03503120004006764,0.080157746505703
shared,1.0,0.4909915735883016,0.5194138584968945,30,0.028422284908592728,0.002967251487190325,0.022353574211328726,0.03449099560585673,8.682656152228692e-11
nuisance,0.005,0.4468941969797015,0.4589822087188561,30,0.01208801173915466,0.009725945042286802,-0.007803779359083912,0.03197980283739323,0.11193704724997806
nuisance,0.05,0.4415215356275439,0.45149531828860445,30,0.009973782661060498,0.009932409106385166,-0.010340274861107234,0.03028784018322823,0.16180225677958182
nuisance,0.1,0.43165262167652446,0.43994194811830917,30,0.008289326441784697,0.010106542876408308,-0.012380874628530688,0.028959527512100083,0.20939813488673176
