endpoint,mean,se,margin,ci90_low,ci90_high,p_lower,p_upper,pass
loss_variance_z_diff,0.002293275830878149,0.0006184086982437257,0.05,0.0012425208982488364,0.0033440307635074613,1.439248352239258e-36,2.0384420738177557e-35,True
parameter_z_diff,-0.0005126068501567553,0.0006304745172423059,0.05,-0.0015838631419438165,0.000558649441630306,1.2363368843344244e-35,6.839638945147592e-36,True
translation_diff,-0.013552516748977202,0.002652416649965069,0.2,-0.01805930956456029,-0.009045723933394114,2.982275537841829e-34,5.936225459522952e-36,True
gradient_novelty_diff,0.000675822019138418,0.0005534493480495398,0.05,-0.0002645587259498992,0.0016162027642267352,1.4445438972088993e-37,3.1553764785355075e-37,True
span_diff,-7.748325274421891e-05,0.0011960396959820325,0.1,-0.0021097066249941977,0.00195474011950576,2.0410575944523287e-36,1.9517130670387564e-36,True
opposition_diff,0.00154162699857555,0.0009749745968216286,0.15,-0.00011497868906767896,0.0031982326862187794,3.2270612787394126e-44,5.85316540258691e-44,True
