decision,n,gradient_manipulation_pass,hardness_equivalence_pass,parameter_equivalence_pass,performance_pass,mean_gradient_gap,gradient_gap_se,gradient_gap_ci95_low,gradient_gap_ci95_high,gradient_gap_p_one_sided,mean_hardness_diff,hardness_se,hardness_ci90_low,hardness_ci90_high,hardness_tost_p_lower,hardness_tost_p_upper,mean_parameter_z_diff,parameter_z_se,parameter_z_ci90_low,parameter_z_ci90_high,parameter_tost_p_lower,parameter_tost_p_upper,mean_heldout_benefit,heldout_benefit_se,heldout_benefit_ci95_low,heldout_benefit_ci95_high,heldout_benefit_p_one_sided,positive_heldout_pairs,mean_abs_parameter_z_diff,mean_raw_parameter_diversity_diff,mean_raw_selected_loss_diff,mean_schedule_overlap,mean_clean_benefit_secondary,mean_p10_benefit_secondary,mean_min_benefit_secondary,protocol_hash
PARAMETER-MATCHED GRADIENT NONREDUNDANCY SUPPORT,30,True,True,True,True,0.20331307846053578,0.002170223247140141,0.19887447354543927,0.2077516833756323,7.455367499319308e-38,-0.001385920719212274,0.00065699606091179,-0.0025022404826335444,-0.0002696009557910039,6.78837542467668e-35,1.3701152163255774e-35,0.00118553153916721,0.0007127210525649223,-2.5472063625250592e-05,0.0023965351419596706,1.6068230723314446e-34,6.308692863347398e-34,0.039699217043817056,0.004494871012292781,0.03050617361191283,0.04889226047572128,5.103586956955128e-10,28,0.025283962651264126,0.00047966232882545504,-0.0001196957627932199,0.46541666666666665,0.010177174210548404,0.043918417592843394,0.05257519582907359,54b3f336c35919086a17b6b95b8282ba7a293e5efb2707b77425436d7657e2d1
