n,identity_pass,identity_mismatch_count,mean_benefit_low,mean_benefit_high,mean_benefit_attenuation,benefit_attenuation_t,benefit_attenuation_p_one_sided,coverage_replication_pass,mean_standardized_rank_low,mean_standardized_rank_high,mean_standardized_rank_attenuation,standardized_rank_attenuation_t,standardized_rank_attenuation_p_one_sided,standardized_mediator_pass,mean_raw_rank_attenuation_secondary,raw_rank_attenuation_t_secondary,raw_rank_attenuation_p_one_sided_secondary,attenuation_pearson_r_secondary,attenuation_pearson_p_secondary,decision
30,True,0,0.025279026810700704,0.004423221029962106,0.020855805780738593,6.158546281216965,5.159675025858149e-07,True,0.0404634209251648,0.04317407063142976,-0.002710649706264956,-0.015995662750024085,0.5063263027222005,False,0.17802313307816997,2.199246860093719,0.01799281539816166,-0.06421659193434086,0.7360177769399844,COVERAGE REPLICATION ONLY
